assemble_time,cell_type,degree,num_cells,num_dofs,num_procs,parloop_time,problem,tsfc_mode
1.6487255692481995,cube,11,35,52416,12,1.2927162448565166,poisson,spectral
1.823415199915568,cube,12,20,38857,12,1.257051984469096,poisson,spectral
1.8062816460927327,cube,13,12,29680,12,1.3174723386764526,poisson,spectral
2.645752211411794,cube,14,12,36765,12,2.1509911020596824,poisson,spectral
3.9991743763287864,cube,15,12,44896,12,3.317283848921458,poisson,spectral
0.45511088768641156,cube,8,504,274025,12,0.275495449701945,mass_gll,spectral
0.428141454855601,cube,9,240,188461,12,0.2613566517829895,mass_gll,spectral
0.42749762535095215,cube,10,126,135681,12,0.25192375977834064,mass_gll,spectral
0.36006800333658856,cube,11,64,95052,12,0.21673752864201865,mass_gll,spectral
1.1264277299245198,cube,12,36,69277,12,0.28524959087371826,mass_gll,spectral
0.3626673221588135,cube,13,24,58618,12,0.22206340233484903,mass_gll,spectral
0.4093778133392334,cube,14,15,45795,12,0.22911697626113892,mass_gll,spectral
0.5562561949094137,cube,15,12,44896,12,0.3031780918439229,mass_gll,spectral
0.31952714920043945,cube,8,242,134657,12,0.2185560663541158,poisson_gll,spectral
0.3370273510615031,cube,9,126,99712,12,0.23383967081705728,poisson_gll,spectral
0.2868649959564209,cube,10,63,71071,12,0.19269094864527384,poisson_gll,spectral
0.26614224910736084,cube,11,35,52416,12,0.18764917055765787,poisson_gll,spectral
0.3716982404390971,cube,12,20,38857,12,0.1863888700803121,poisson_gll,spectral
0.47333117326100665,cube,13,12,29680,12,0.21308002869288126,poisson_gll,spectral
0.4912722905476888,cube,14,12,36765,12,0.31022268533706665,poisson_gll,spectral
0.7101303736368815,cube,15,12,44896,12,0.4431162675221761,poisson_gll,spectral
1.8429285486539204,cube,8,25,45387,12,1.3686623970667522,hyperelasticity,spectral
1.5538129409154255,cube,9,12,31080,12,1.4150498708089192,hyperelasticity,spectral
2.9828866720199585,cube,10,12,41943,12,2.7679566144943237,hyperelasticity,spectral
5.0800267060597735,cube,11,12,55080,12,4.50293892621994,hyperelasticity,spectral
8.537839035193125,cube,12,12,70707,12,8.00404985745748,hyperelasticity,spectral
14.104101618131002,cube,13,12,89040,12,12.576081097126007,hyperelasticity,spectral
20.993752261002857,cube,14,12,110295,12,19.759750703970592,hyperelasticity,spectral
1.7705598672231038,cube,8,25,42968,12,1.0614580313364665,curl_curl,spectral
1.682632287343343,cube,9,12,29394,12,1.1495465834935505,curl_curl,spectral
2.945536474386851,cube,10,12,39880,12,2.3525838454564414,curl_curl,spectral
5.118301828702291,cube,11,12,52602,12,4.204648693402608,curl_curl,spectral
10.051754415035248,cube,12,12,67776,12,7.409479260444641,curl_curl,spectral
13.559519608815512,cube,13,12,85618,12,11.726729989051819,curl_curl,spectral
6.085204442342122,cube,16,12,54145,12,5.065280377864838,poisson,spectral
8.463983714580536,cube,17,12,64584,12,7.292462607224782,poisson,spectral
12.426446497440338,cube,18,12,76285,12,10.848878741264343,poisson,spectral
17.014610290527344,cube,19,12,89320,12,14.915358205636343,poisson,spectral
0.3296726743380229,cube,8,242,134657,12,0.22588332494099936,poisson_gll,spectral
0.3350380063056946,cube,9,126,99712,12,0.22220255931218466,poisson_gll,spectral
0.2864420413970947,cube,10,63,71071,12,0.1936035950978597,poisson_gll,spectral
0.26302383343378705,cube,11,35,52416,12,0.18809308608373007,poisson_gll,spectral
0.36740996440251666,cube,12,20,38857,12,0.1867391268412272,poisson_gll,spectral
0.4749140540758769,cube,13,12,29680,12,0.2092339595158895,poisson_gll,spectral
0.4899890422821045,cube,14,12,36765,12,0.31240848700205487,poisson_gll,spectral
0.7123886148134867,cube,15,12,44896,12,0.44502641757329303,poisson_gll,spectral
0.9135677019755045,cube,16,12,54145,12,0.6046322186787924,poisson_gll,spectral
1.1784630219141643,cube,17,12,64584,12,0.8300909002621969,poisson_gll,spectral
1.7661493420600891,cube,18,12,76285,12,1.1384612719217937,poisson_gll,spectral
2.238068183263143,cube,19,12,89320,12,1.5937872131665547,poisson_gll,spectral
4.852014223734538,simplex,1,4691126,14378940,12,4.384657243887584,stokes_momentum,coffee
3.583565354347229,simplex,2,274400,6771087,12,3.1978651682535806,stokes_momentum,coffee
3.8058313926060996,simplex,3,36414,3059364,12,3.578985095024109,stokes_momentum,coffee
3.7345300714174905,simplex,4,7680,1545291,12,3.5604555209477744,stokes_momentum,coffee
1.0997459888458252,simplex,1,938700,2921850,12,0.9782621264457703,elasticity,coffee
0.6962537368138632,simplex,2,54752,1378377,12,0.6314625938733419,elasticity,coffee
0.7893422842025757,simplex,3,7440,641550,12,0.7335882186889648,elasticity,coffee
0.7470474243164062,simplex,4,1530,317331,12,0.7029887239138285,elasticity,coffee
3.6289504965146384,cube,1,9362012,9523200,12,3.3104029496510825,poisson,coffee
2.9237924615542092,cube,2,546875,4473071,12,2.6232096354166665,poisson,coffee
3.217944403489431,cube,3,73710,2048200,12,2.8884828090667725,poisson,coffee
3.926729122797648,cube,4,15210,1010609,12,3.5279462734858194,poisson,coffee
5.249657372633616,cube,5,4368,570636,12,4.864439447720845,poisson,coffee
6.61961966753006,cube,6,1444,330625,12,6.130525827407837,poisson,coffee
9.976779460906982,cube,7,585,214544,12,9.047422329584757,poisson,coffee
4.451418419679006,cube,1,18746064,19001853,12,4.124942938486735,mass_gll,coffee
2.303360879421234,cube,2,1095120,8915179,12,1.9546459317207336,mass_gll,coffee
2.324608008066813,cube,3,147177,4065040,12,2.0479273994763694,mass_gll,coffee
3.696469803651174,cube,4,30576,2015113,12,3.459892451763153,mass_gll,coffee
5.770352800687154,cube,5,8448,1095766,12,5.541710038979848,mass_gll,coffee
8.925047914187113,cube,6,2904,654493,12,8.627892871697744,mass_gll,coffee
11.96349028746287,cube,7,1152,416179,12,11.514553626378378,mass_gll,coffee
3.2305400172869363,cube,1,9362012,9523200,12,2.8562635580698648,poisson_gll,coffee
2.1417327523231506,cube,2,546875,4473071,12,1.8502364953358967,poisson_gll,coffee
2.491174558798472,cube,3,73710,2048200,12,2.3028237223625183,poisson_gll,coffee
3.10257089138031,cube,4,15210,1010609,12,2.939010262489319,poisson_gll,coffee
4.478093922138214,cube,5,4368,570636,12,4.277141412099202,poisson_gll,coffee
5.968380888303121,cube,6,1444,330625,12,5.609125415484111,poisson_gll,coffee
9.152079085508982,cube,7,585,214544,12,8.519226292769114,poisson_gll,coffee
4.681446810563405,cube,1,938700,2921850,12,4.540923257668813,hyperelasticity,coffee
6.523188690344493,cube,2,54752,1378377,12,6.381534477074941,hyperelasticity,coffee
11.796314537525177,cube,3,7440,641550,12,11.584034621715546,hyperelasticity,coffee
20.259644369284313,cube,4,1530,317331,12,19.51837819814682,hyperelasticity,coffee
46.243317445119224,cube,5,429,177408,12,45.134017527103424,hyperelasticity,coffee
4.811134358247121,cube,1,938700,2921850,12,4.645085096359253,hyperelasticity,coffee
6.5322534044583636,cube,2,54752,1378377,12,6.37553338209788,hyperelasticity,coffee
11.820772031943003,cube,3,7440,641550,12,11.555123885472616,hyperelasticity,coffee
20.11321856578191,cube,4,1530,317331,12,19.503875772158306,hyperelasticity,coffee
47.40487823883692,cube,5,429,177408,12,46.4727311929067,hyperelasticity,coffee
89.01390528678894,cube,6,144,105105,12,88.30014942089717,hyperelasticity,coffee
122.56909728050232,cube,7,56,68400,12,113.28812994559605,hyperelasticity,coffee
1.0314965446790059,cube,1,938700,2886257,12,0.9349447091420492,curl_curl,coffee
2.2418360114097595,cube,2,54752,1356666,12,2.099244793256124,curl_curl,coffee
3.5035641193389893,cube,3,7440,628371,12,3.3138102094332376,curl_curl,coffee
5.230492929617564,cube,4,1530,309312,12,4.77912163734436,curl_curl,coffee
9.516087373097738,cube,5,429,171760,12,9.037101229031881,curl_curl,coffee
13.715952138106028,cube,6,144,101058,12,13.238654255867004,curl_curl,coffee
21.697497566541035,cube,7,56,64694,12,19.71511956055959,curl_curl,coffee
11.342226088047028,simplex,5,2100,835068,12,11.13351478179296,stokes_momentum,coffee
15.197578231493631,simplex,6,720,503139,12,14.815166731675466,stokes_momentum,coffee
19.88354567686717,simplex,7,286,322920,12,19.458233912785847,stokes_momentum,coffee
2.301438013712565,simplex,5,429,177408,12,2.2439316312472024,elasticity,coffee
3.1488568981488547,simplex,6,144,105105,12,2.9880391160647073,elasticity,coffee
3.862681567668915,simplex,7,56,68400,12,3.792023499806722,elasticity,coffee
3.984524448712667,simplex,1,4691126,14378940,12,3.45203689734141,stokes_momentum,spectral
2.006859024365743,simplex,2,274400,6771087,12,1.6558539867401123,stokes_momentum,spectral
